ID de la orden;Fecha de la compra;ID del cliente;Género del cliente;Edad del cliente;Categoría del producto;Nombre del producto;Precio del producto;Cantidad comprada;Total de la orden;Método de pago;Región de envío
15703;2025-07-28;2999;;;Chaquetas;Chaqueta de cuero;26.8;2;53.6;Contra entrega;Ciudad
15704;2025-05-12;2921;;;Accesorios;Bolso de mano;101.52;1;101.52;Efectivo;Ciudad
15705;2025-06-24;2701;;;Accesorios;Gorra;102.41;4;409.64;Tarjeta de crédito;Ciudad
15706;2025-01-27;1226;;;Accesorios;Gorra;98.38;3;295.14;Tarjeta de débito;Sur
15707;2025-06-17;2828;;;Camisetas;Camiseta básica;178.69;2;357.38;Tarjeta de débito;Occidente
15708;2025-02-11;1270;;;Zapatos;Sandalias;41.39;5;206.95;Tarjeta de crédito;Sur
15709;2025-05-14;2087;;;Zapatos;Zapatos de vestir;88.87;4;355.48;Contra entrega;Oriente
15710;2025-06-05;2847;;;Camisetas;Camiseta deportiva;68.6;5;343;Tarjeta de crédito;Sur
15711;2025-01-27;1907;;;Vestidos;Vestido de verano;174.34;3;523.02;Tarjeta de crédito;Oriente
15712;2025-02-11;2072;;;Accesorios;Reloj;144.81;3;434.43;Tarjeta de crédito;Ciudad
15713;2025-07-14;2907;;;Vestidos;Vestido casual;106.08;2;212.16;Transferencia;Sur
15714;2025-05-08;1366;;;Chaquetas;Abrigo;173.59;3;520.77;Tarjeta de débito;Oriente
15715;2025-02-04;1300;;;Zapatos;Sandalias;142.58;3;427.74;Tarjeta de débito;Ciudad
15716;2025-01-09;1301;;;Chaquetas;Abrigo;106.14;5;530.7;Tarjeta de crédito;Occidente
15717;2025-02-23;1286;;;Chaquetas;Chaqueta deportiva;63.28;1;63.28;Tarjeta de crédito;Ciudad
15718;2025-03-21;2385;;;Accesorios;Reloj;104.07;5;520.35;Contra entrega;Norte
15719;2025-05-16;2780;;;Zapatos;Zapatos de vestir;45.09;5;225.45;Efectivo;Norte
15720;2025-07-05;1405;;;Accesorios;Gorra;51.51;1;51.51;Contra entrega;Oriente
15721;2025-06-23;2969;;;Accesorios;Reloj;21.71;1;21.71;Contra entrega;Sur
15722;2025-08-02;1049;;;Accesorios;Gorra;124.03;3;372.09;Transferencia;Ciudad
15723;2025-04-08;2517;;;Pantalones;Jeans slim;36.66;4;146.64;Efectivo;Sur
15724;2025-03-04;1869;;;Zapatos;Sandalias;102.35;3;307.05;Transferencia;Oriente
15725;2025-01-23;1532;;;Zapatos;Zapatos de vestir;120.46;5;602.3;Tarjeta de crédito;Occidente
15726;2025-05-23;1144;;;Vestidos;Vestido casual;28.94;5;144.7;Tarjeta de crédito;Ciudad
15727;2025-03-19;1659;;;Pantalones;Jogger;182.9;2;365.8;Tarjeta de crédito;Ciudad
15728;2025-04-01;2475;;;Vestidos;Vestido de fiesta;164.02;2;328.04;Tarjeta de débito;Ciudad
15729;2025-07-25;2370;;;Accesorios;Reloj;27.99;1;27.99;Contra entrega;Oriente
15730;2025-05-12;1742;;;Pantalones;Pantalón formal;90.18;2;180.36;Tarjeta de débito;Occidente
15731;2025-05-06;2733;;;Camisetas;Camiseta básica;12.51;2;25.02;Contra entrega;Sur
15732;2025-02-27;1176;;;Zapatos;Sandalias;33.04;5;165.2;Tarjeta de crédito;Norte
15733;2025-02-28;2694;;;Pantalones;Jeans slim;172.39;1;172.39;Efectivo;Norte
15734;2025-08-27;1232;;;Camisetas;Camiseta deportiva;157.73;2;315.46;Tarjeta de crédito;Occidente
15735;2025-03-10;1883;;;Camisetas;Camiseta deportiva;84.25;1;84.25;Efectivo;Norte
15736;2025-05-16;1011;;;Chaquetas;Chaqueta deportiva;156.75;3;470.25;Tarjeta de débito;Norte
15737;2025-06-13;1848;;;Camisetas;Camiseta básica;167.06;3;501.18;Transferencia;Sur
15738;2025-05-08;1221;;;Zapatos;Zapatos de vestir;191.04;4;764.16;Contra entrega;Occidente
15739;2025-06-07;1827;;;Accesorios;Gorra;66.57;3;199.71;Tarjeta de débito;Norte
15740;2025-04-17;2575;;;Pantalones;Pantalón formal;184.1;1;184.1;Efectivo;Norte
15741;2025-05-04;2306;;;Chaquetas;Chaqueta deportiva;154.92;5;774.6;Tarjeta de crédito;Ciudad
15742;2025-04-11;1883;;;Zapatos;Zapatillas deportivas;153.27;1;153.27;Contra entrega;Norte
15743;2025-01-25;1266;;;Accesorios;Bolso de mano;30.41;5;152.05;Transferencia;Occidente
15744;2025-06-22;1059;;;Camisetas;Camiseta estampada;26.39;5;131.95;Contra entrega;Sur
15745;2025-03-28;2665;;;Camisetas;Camiseta básica;43.08;4;172.32;Contra entrega;Ciudad
15746;2025-04-09;1493;;;Pantalones;Pantalón formal;171.23;3;513.69;Transferencia;Norte
15747;2025-05-05;1476;;;Chaquetas;Chaqueta deportiva;152.35;5;761.75;Efectivo;Sur
15748;2025-02-26;1940;;;Vestidos;Vestido de verano;136.55;4;546.2;Transferencia;Ciudad
15749;2025-02-12;2301;;;Pantalones;Pantalón formal;99.25;3;297.75;Tarjeta de débito;Norte
15750;2025-02-02;1611;;;Accesorios;Gorra;110.66;5;553.3;Tarjeta de crédito;Sur
15751;2025-04-24;1482;;;Pantalones;Jogger;130.51;3;391.53;Efectivo;Oriente
15752;2025-04-05;2052;;;Chaquetas;Abrigo;134.35;3;403.05;Tarjeta de crédito;Ciudad
15753;2025-07-09;2430;;;Camisetas;Camiseta estampada;187.48;2;374.96;Transferencia;Oriente
15754;2025-08-09;1127;;;Chaquetas;Chaqueta de cuero;157.57;3;472.71;Efectivo;Ciudad
15755;2025-01-03;2221;;;Chaquetas;Abrigo;138.17;2;276.34;Tarjeta de débito;Norte
15756;2025-04-12;2054;;;Zapatos;Zapatillas deportivas;165.4;4;661.6;Tarjeta de débito;Occidente
15757;2025-06-25;1737;;;Accesorios;Reloj;86.02;2;172.04;Tarjeta de crédito;Sur
15758;2025-01-05;2050;;;Vestidos;Vestido de verano;169.98;3;509.94;Efectivo;Norte
15759;2025-08-13;1029;;;Camisetas;Camiseta estampada;102.34;5;511.7;Tarjeta de crédito;Ciudad
15760;2025-06-22;1866;;;Pantalones;Jeans slim;61.02;5;305.1;Efectivo;Occidente
15761;2025-08-16;2417;;;Accesorios;Bolso de mano;124.28;5;621.4;Contra entrega;Oriente
15762;2025-07-04;2383;;;Zapatos;Zapatillas deportivas;96.83;5;484.15;Contra entrega;Norte
15763;2025-05-21;1772;;;Accesorios;Gorra;158.96;1;158.96;Contra entrega;Oriente
15764;2025-07-23;1684;;;Vestidos;Vestido casual;160.85;2;321.7;Tarjeta de crédito;Occidente
15765;2025-01-27;2661;;;Camisetas;Camiseta estampada;50.96;3;152.88;Tarjeta de débito;Sur
15766;2025-07-21;1717;;;Chaquetas;Chaqueta de cuero;49.63;5;248.15;Transferencia;Sur
15767;2025-05-22;1121;;;Camisetas;Camiseta básica;199.95;3;599.85;Contra entrega;Ciudad
15768;2025-04-17;1673;;;Zapatos;Zapatillas deportivas;35.73;3;107.19;Efectivo;Oriente
15769;2025-04-09;2557;;;Zapatos;Sandalias;131.26;2;262.52;Tarjeta de crédito;Oriente
15770;2025-08-20;1801;;;Chaquetas;Chaqueta de cuero;136.37;5;681.85;Efectivo;Ciudad
15771;2025-03-01;1230;;;Zapatos;Zapatillas deportivas;166.86;2;333.72;Tarjeta de débito;Oriente
15772;2025-05-10;1602;;;Vestidos;Vestido de fiesta;66.28;5;331.4;Contra entrega;Ciudad
15773;2025-06-15;1020;;;Camisetas;Camiseta básica;77.06;4;308.24;Tarjeta de crédito;Ciudad
15774;2025-03-27;2748;;;Zapatos;Zapatos de vestir;180.01;5;900.05;Tarjeta de crédito;Sur
15775;2025-06-12;1089;;;Vestidos;Vestido casual;70.12;5;350.6;Tarjeta de crédito;Occidente
15776;2025-03-19;1458;;;Vestidos;Vestido casual;88.76;4;355.04;Tarjeta de crédito;Norte
15777;2025-04-17;2735;;;Camisetas;Camiseta estampada;84.5;3;253.5;Tarjeta de crédito;Sur
15778;2025-03-24;2455;;;Vestidos;Vestido de fiesta;170.5;5;852.5;Tarjeta de débito;Sur
15779;2025-01-24;2635;;;Camisetas;Camiseta deportiva;78.99;5;394.95;Tarjeta de débito;Ciudad
15780;2025-06-07;1831;;;Camisetas;Camiseta deportiva;56.63;5;283.15;Contra entrega;Ciudad
15781;2025-07-27;2018;;;Zapatos;Sandalias;23.99;4;95.96;Tarjeta de crédito;Occidente
15782;2025-05-20;1879;;;Chaquetas;Chaqueta deportiva;33.57;1;33.57;Transferencia;Ciudad
15783;2025-03-07;1134;;;Vestidos;Vestido de fiesta;114.02;2;228.04;Tarjeta de crédito;Oriente
15784;2025-03-27;2306;;;Zapatos;Sandalias;199.96;1;199.96;Tarjeta de crédito;Sur
15785;2025-06-12;2867;;;Vestidos;Vestido de fiesta;117.42;3;352.26;Transferencia;Norte
15786;2025-05-03;2016;;;Vestidos;Vestido casual;161.13;3;483.39;Tarjeta de crédito;Occidente
15787;2025-04-26;1109;;;Pantalones;Jeans slim;22.47;5;112.35;Tarjeta de crédito;Ciudad
15788;2025-05-22;2969;;;Zapatos;Zapatos de vestir;131.63;4;526.52;Contra entrega;Oriente
15789;2025-08-19;2497;;;Accesorios;Bolso de mano;100.78;3;302.34;Tarjeta de crédito;Norte
15790;2025-01-11;1019;;;Camisetas;Camiseta deportiva;196.15;4;784.6;Tarjeta de débito;Ciudad
15791;2025-04-12;1739;;;Zapatos;Zapatillas deportivas;41.49;2;82.98;Transferencia;Oriente
15792;2025-08-11;2693;;;Chaquetas;Chaqueta de cuero;32.03;5;160.15;Contra entrega;Oriente
15793;2025-01-17;1515;;;Pantalones;Jeans slim;185.74;1;185.74;Tarjeta de crédito;Occidente
15794;2025-08-22;1272;;;Chaquetas;Chaqueta deportiva;148.08;1;148.08;Transferencia;Sur
15795;2025-08-26;2818;;;Zapatos;Zapatillas deportivas;92.55;5;462.75;Contra entrega;Sur
15796;2025-01-08;1011;;;Chaquetas;Chaqueta de cuero;41.92;4;167.68;Tarjeta de crédito;Norte
15797;2025-02-07;1247;;;Camisetas;Camiseta estampada;54.7;2;109.4;Tarjeta de débito;Occidente
15798;2025-01-09;2519;;;Chaquetas;Abrigo;190.49;4;761.96;Tarjeta de débito;Ciudad
15799;2025-04-24;1707;;;Chaquetas;Abrigo;21.62;1;21.62;Efectivo;Occidente
15800;2025-04-17;2158;;;Vestidos;Vestido casual;170.55;4;682.2;Transferencia;Norte
15801;2025-02-09;1872;;;Pantalones;Jeans slim;29.89;2;59.78;Efectivo;Occidente
15802;2025-08-03;2153;;;Vestidos;Vestido de fiesta;10.08;3;30.24;Tarjeta de débito;Ciudad
15803;2025-07-10;1434;;;Zapatos;Zapatos de vestir;12.47;4;49.88;Efectivo;Ciudad
15804;2025-05-25;1365;;;Vestidos;Vestido de verano;195.94;4;783.76;Efectivo;Norte
15805;2025-07-24;1541;;;Pantalones;Pantalón formal;94.92;3;284.76;Tarjeta de crédito;Ciudad
15806;2025-08-10;2932;;;Pantalones;Jeans slim;106.75;4;427;Tarjeta de débito;Sur
15807;2025-07-23;1731;;;Pantalones;Jeans slim;138.83;3;416.49;Contra entrega;Occidente
15808;2025-05-26;2667;;;Camisetas;Camiseta deportiva;10.57;5;52.85;Transferencia;Oriente
15809;2025-07-25;1385;;;Pantalones;Pantalón formal;63.03;3;189.09;Transferencia;Ciudad
15810;2025-04-02;2872;;;Camisetas;Camiseta básica;94.08;4;376.32;Transferencia;Occidente
15811;2025-01-06;2678;;;Vestidos;Vestido casual;117.63;2;235.26;Contra entrega;Norte
15812;2025-05-16;2882;;;Zapatos;Sandalias;34.11;5;170.55;Contra entrega;Sur
15813;2025-01-07;1803;;;Zapatos;Sandalias;160.06;5;800.3;Transferencia;Oriente
15814;2025-03-02;2210;;;Chaquetas;Chaqueta deportiva;125.7;5;628.5;Contra entrega;Occidente
15815;2025-08-08;1137;;;Camisetas;Camiseta estampada;67.96;1;67.96;Contra entrega;Ciudad
15816;2025-03-06;2376;;;Vestidos;Vestido de verano;49.1;3;147.3;Tarjeta de crédito;Ciudad
15817;2025-03-23;1146;;;Camisetas;Camiseta deportiva;12.3;1;12.3;Efectivo;Norte
15818;2025-06-23;1257;;;Pantalones;Jogger;146.63;1;146.63;Tarjeta de crédito;Sur
15819;2025-07-25;1266;;;Chaquetas;Abrigo;73.78;3;221.34;Efectivo;Ciudad
15820;2025-05-10;2887;;;Camisetas;Camiseta básica;109.41;1;109.41;Efectivo;Sur
15821;2025-05-23;2278;;;Accesorios;Reloj;100.62;1;100.62;Efectivo;Norte
15822;2025-02-12;2375;;;Accesorios;Reloj;82.6;5;413;Efectivo;Oriente
15823;2025-01-10;2280;;;Camisetas;Camiseta estampada;169.44;5;847.2;Tarjeta de débito;Oriente
15824;2025-04-27;1332;;;Chaquetas;Abrigo;165.75;5;828.75;Efectivo;Sur
15825;2025-02-20;2483;;;Vestidos;Vestido de verano;58.82;1;58.82;Transferencia;Sur
15826;2025-06-09;2746;;;Pantalones;Jogger;70.8;4;283.2;Efectivo;Oriente
15827;2025-02-15;1262;;;Pantalones;Jeans slim;91.97;1;91.97;Tarjeta de crédito;Norte
15828;2025-04-27;2244;;;Vestidos;Vestido casual;143.37;1;143.37;Tarjeta de crédito;Ciudad
15829;2025-05-15;2273;;;Accesorios;Gorra;111.01;5;555.05;Tarjeta de crédito;Sur
15830;2025-06-24;1884;;;Zapatos;Zapatillas deportivas;177.48;3;532.44;Tarjeta de crédito;Oriente
15831;2025-07-25;2284;;;Pantalones;Jeans slim;139.84;4;559.36;Tarjeta de crédito;Ciudad
15832;2025-01-24;2906;;;Zapatos;Zapatillas deportivas;147.26;1;147.26;Transferencia;Norte
15833;2025-07-26;1386;;;Chaquetas;Chaqueta deportiva;76.59;4;306.36;Tarjeta de débito;Sur
15834;2025-03-13;1020;;;Zapatos;Sandalias;91.55;3;274.65;Efectivo;Sur
15835;2025-05-13;1110;;;Chaquetas;Chaqueta deportiva;13.75;3;41.25;Tarjeta de crédito;Sur
15836;2025-04-23;2401;;;Chaquetas;Chaqueta deportiva;162.9;1;162.9;Tarjeta de crédito;Ciudad
15837;2025-06-03;2337;;;Accesorios;Gorra;136.05;2;272.1;Tarjeta de crédito;Sur
15838;2025-05-02;2008;;;Vestidos;Vestido de verano;15.09;1;15.09;Transferencia;Oriente
15839;2025-01-09;1644;;;Accesorios;Gorra;114.54;1;114.54;Transferencia;Norte
15840;2025-04-01;1009;;;Vestidos;Vestido de fiesta;184.5;3;553.5;Transferencia;Norte
15841;2025-08-23;1843;;;Zapatos;Zapatos de vestir;172.89;4;691.56;Contra entrega;Sur
15842;2025-06-18;1878;;;Pantalones;Pantalón formal;122.95;5;614.75;Contra entrega;Sur
15843;2025-07-21;2393;;;Pantalones;Jogger;153.81;4;615.24;Contra entrega;Sur
15844;2025-04-14;1170;;;Pantalones;Jeans slim;134;4;536;Contra entrega;Ciudad
15845;2025-08-11;2807;;;Zapatos;Zapatillas deportivas;38.74;5;193.7;Contra entrega;Ciudad
15846;2025-04-02;2748;;;Camisetas;Camiseta deportiva;60.22;1;60.22;Tarjeta de crédito;Ciudad
15847;2025-02-20;1099;;;Accesorios;Bolso de mano;121.8;1;121.8;Efectivo;Ciudad
15848;2025-02-02;2091;;;Pantalones;Jogger;111.34;1;111.34;Transferencia;Norte
15849;2025-03-09;2959;;;Accesorios;Reloj;69.98;3;209.94;Efectivo;Oriente
15850;2025-02-28;1716;;;Pantalones;Pantalón formal;197.39;1;197.39;Contra entrega;Sur
15851;2025-05-20;1377;;;Camisetas;Camiseta básica;37.23;2;74.46;Efectivo;Ciudad
15852;2025-06-09;2912;;;Camisetas;Camiseta básica;153.97;2;307.94;Efectivo;Oriente
15853;2025-03-01;2116;;;Camisetas;Camiseta estampada;52.78;1;52.78;Tarjeta de débito;Sur
15854;2025-07-08;1953;;;Camisetas;Camiseta básica;96.08;1;96.08;Contra entrega;Norte
15855;2025-04-16;2917;;;Chaquetas;Chaqueta de cuero;166.17;4;664.68;Tarjeta de débito;Sur
15856;2025-06-17;2540;;;Pantalones;Pantalón formal;87.61;3;262.83;Efectivo;Oriente
15857;2025-06-01;2698;;;Vestidos;Vestido de fiesta;188.06;5;940.3;Tarjeta de crédito;Norte
15858;2025-04-25;2850;;;Zapatos;Sandalias;154.05;5;770.25;Tarjeta de débito;Norte
15859;2025-05-26;1997;;;Pantalones;Pantalón formal;171.97;5;859.85;Contra entrega;Ciudad
15860;2025-04-14;1297;;;Accesorios;Bolso de mano;134.65;3;403.95;Tarjeta de débito;Norte
15861;2025-04-24;2538;;;Chaquetas;Abrigo;195.52;1;195.52;Contra entrega;Norte
15862;2025-06-26;1897;;;Zapatos;Zapatillas deportivas;173.87;2;347.74;Contra entrega;Occidente
15863;2025-08-15;1345;;;Accesorios;Bolso de mano;45.64;1;45.64;Tarjeta de crédito;Norte
15864;2025-05-16;2298;;;Zapatos;Zapatillas deportivas;147.83;2;295.66;Tarjeta de crédito;Norte
15865;2025-05-06;1594;;;Accesorios;Gorra;13.85;3;41.55;Tarjeta de débito;Norte
15866;2025-08-21;1744;;;Chaquetas;Abrigo;81.41;3;244.23;Tarjeta de débito;Oriente
15867;2025-03-10;1913;;;Pantalones;Jogger;118.16;1;118.16;Tarjeta de crédito;Ciudad
15868;2025-05-19;1471;;;Pantalones;Jogger;152.79;4;611.16;Efectivo;Sur
15869;2025-03-09;1338;;;Accesorios;Bolso de mano;74.63;3;223.89;Transferencia;Occidente
15870;2025-08-02;2814;;;Chaquetas;Abrigo;159.18;4;636.72;Tarjeta de crédito;Oriente
15871;2025-03-27;1452;;;Camisetas;Camiseta deportiva;129.71;5;648.55;Tarjeta de débito;Occidente
15872;2025-06-23;1896;;;Vestidos;Vestido de fiesta;75.44;3;226.32;Contra entrega;Oriente
15873;2025-08-01;2518;;;Accesorios;Bolso de mano;100.84;4;403.36;Tarjeta de crédito;Oriente
15874;2025-04-14;1146;;;Accesorios;Reloj;33.12;2;66.24;Efectivo;Sur
15875;2025-02-13;1046;;;Accesorios;Gorra;48.14;1;48.14;Efectivo;Occidente
15876;2025-02-15;1066;;;Chaquetas;Chaqueta deportiva;150.29;4;601.16;Efectivo;Oriente
15877;2025-02-15;1602;;;Pantalones;Jogger;198.94;2;397.88;Tarjeta de débito;Sur
15878;2025-06-13;1889;;;Zapatos;Zapatillas deportivas;67.37;1;67.37;Efectivo;Occidente
15879;2025-02-09;1668;;;Vestidos;Vestido casual;39.42;5;197.1;Tarjeta de débito;Sur
15880;2025-05-23;1868;;;Camisetas;Camiseta estampada;47.71;1;47.71;Tarjeta de crédito;Norte
15881;2025-04-10;1849;;;Chaquetas;Abrigo;80.36;1;80.36;Tarjeta de crédito;Occidente
15882;2025-06-18;2234;;;Camisetas;Camiseta básica;93.41;3;280.23;Efectivo;Norte
15883;2025-02-03;2882;;;Accesorios;Reloj;32.62;4;130.48;Contra entrega;Oriente
15884;2025-07-26;2067;;;Vestidos;Vestido casual;194.01;3;582.03;Tarjeta de débito;Oriente
15885;2025-07-23;1707;;;Zapatos;Zapatos de vestir;137.89;2;275.78;Tarjeta de crédito;Oriente
15886;2025-04-21;1396;;;Chaquetas;Chaqueta de cuero;97.07;3;291.21;Tarjeta de débito;Ciudad
15887;2025-02-26;2789;;;Chaquetas;Abrigo;32.95;2;65.9;Tarjeta de crédito;Ciudad
15888;2025-02-08;2419;;;Camisetas;Camiseta básica;60.38;3;181.14;Tarjeta de crédito;Ciudad
15889;2025-02-03;1298;;;Chaquetas;Chaqueta de cuero;52.47;1;52.47;Tarjeta de débito;Occidente
15890;2025-05-22;2716;;;Zapatos;Zapatillas deportivas;122.49;4;489.96;Contra entrega;Occidente
15891;2025-01-04;1378;;;Accesorios;Gorra;121.23;2;242.46;Tarjeta de crédito;Sur
15892;2025-06-12;2004;;;Pantalones;Pantalón formal;45.98;5;229.9;Efectivo;Norte
15893;2025-07-05;2602;;;Pantalones;Jogger;160.19;1;160.19;Tarjeta de crédito;Occidente
15894;2025-08-19;1771;;;Zapatos;Sandalias;78.94;3;236.82;Tarjeta de crédito;Ciudad
15895;2025-03-12;1036;;;Zapatos;Zapatos de vestir;48.29;2;96.58;Contra entrega;Oriente
15896;2025-07-10;2444;;;Zapatos;Sandalias;59.8;1;59.8;Tarjeta de débito;Occidente
15897;2025-03-11;1728;;;Vestidos;Vestido casual;24.32;5;121.6;Contra entrega;Norte
15898;2025-05-15;2035;;;Pantalones;Pantalón formal;34.66;1;34.66;Tarjeta de crédito;Ciudad
15899;2025-02-05;2476;;;Accesorios;Gorra;154.35;3;463.05;Tarjeta de crédito;Oriente
15900;2025-07-07;2148;;;Camisetas;Camiseta estampada;180.03;2;360.06;Tarjeta de crédito;Sur
15901;2025-05-26;1985;;;Camisetas;Camiseta básica;106.47;1;106.47;Tarjeta de débito;Occidente
15902;2025-04-14;2538;;;Chaquetas;Chaqueta deportiva;17.36;4;69.44;Tarjeta de crédito;Norte
15903;2025-07-18;2044;;;Camisetas;Camiseta deportiva;75.17;3;225.51;Contra entrega;Occidente
15904;2025-02-04;2332;;;Vestidos;Vestido de verano;49.31;2;98.62;Tarjeta de crédito;Occidente
15905;2025-02-16;1835;;;Accesorios;Reloj;72.98;5;364.9;Tarjeta de crédito;Ciudad
15906;2025-02-03;1396;;;Pantalones;Jeans slim;39.9;3;119.7;Tarjeta de crédito;Ciudad
15907;2025-07-22;2634;;;Pantalones;Pantalón formal;139.8;3;419.4;Transferencia;Ciudad
15908;2025-07-13;1861;;;Accesorios;Reloj;39.24;5;196.2;Tarjeta de débito;Ciudad
15909;2025-05-17;1502;;;Zapatos;Zapatos de vestir;93.74;2;187.48;Contra entrega;Occidente
15910;2025-05-11;2590;;;Chaquetas;Chaqueta de cuero;39.29;5;196.45;Efectivo;Sur
15911;2025-02-23;2882;;;Pantalones;Jogger;26.1;4;104.4;Tarjeta de crédito;Occidente
15912;2025-07-12;2282;;;Chaquetas;Chaqueta de cuero;117.93;5;589.65;Tarjeta de débito;Norte
15913;2025-02-28;2687;;;Pantalones;Pantalón formal;122.08;1;122.08;Tarjeta de débito;Ciudad
15914;2025-08-15;1260;;;Zapatos;Sandalias;145.16;1;145.16;Tarjeta de débito;Occidente
15915;2025-03-25;1433;;;Pantalones;Pantalón formal;139.24;1;139.24;Tarjeta de crédito;Norte
15916;2025-01-27;1919;;;Camisetas;Camiseta estampada;129.73;3;389.19;Efectivo;Ciudad
15917;2025-04-27;1444;;;Pantalones;Jeans slim;38.74;5;193.7;Efectivo;Ciudad
15918;2025-05-26;2806;;;Zapatos;Sandalias;146.3;3;438.9;Tarjeta de débito;Ciudad
15919;2025-05-15;1701;;;Vestidos;Vestido de verano;12.81;3;38.43;Tarjeta de crédito;Ciudad
15920;2025-03-24;2526;;;Pantalones;Pantalón formal;109.48;2;218.96;Transferencia;Sur
15921;2025-07-17;2699;;;Accesorios;Gorra;95.97;3;287.91;Contra entrega;Oriente
15922;2025-08-10;2991;;;Zapatos;Zapatillas deportivas;155.84;1;155.84;Transferencia;Occidente
15923;2025-04-28;1093;;;Accesorios;Reloj;136.43;3;409.29;Transferencia;Norte
15924;2025-01-02;2310;;;Pantalones;Jeans slim;25.02;5;125.1;Contra entrega;Sur
15925;2025-06-05;2670;;;Accesorios;Reloj;52.16;5;260.8;Tarjeta de débito;Ciudad
15926;2025-08-26;2740;;;Accesorios;Bolso de mano;19.04;4;76.16;Tarjeta de crédito;Sur
15927;2025-03-09;2993;;;Chaquetas;Chaqueta deportiva;32.47;1;32.47;Contra entrega;Oriente
15928;2025-05-22;2321;;;Camisetas;Camiseta estampada;197.18;3;591.54;Contra entrega;Norte
15929;2025-01-28;1548;;;Zapatos;Zapatos de vestir;66.85;1;66.85;Contra entrega;Oriente
15930;2025-02-25;1138;;;Vestidos;Vestido de fiesta;73.27;5;366.35;Transferencia;Occidente
15931;2025-01-01;1592;;;Accesorios;Bolso de mano;70.61;2;141.22;Tarjeta de crédito;Sur
15932;2025-06-22;2920;;;Pantalones;Jogger;90.21;4;360.84;Tarjeta de débito;Oriente
15933;2025-01-21;2647;;;Vestidos;Vestido de verano;34.9;5;174.5;Efectivo;Norte
15934;2025-04-09;1100;;;Accesorios;Gorra;184.52;3;553.56;Contra entrega;Oriente
15935;2025-04-27;1707;;;Chaquetas;Chaqueta deportiva;42.43;4;169.72;Efectivo;Ciudad
15936;2025-02-19;2744;;;Zapatos;Sandalias;114.81;3;344.43;Tarjeta de crédito;Occidente
15937;2025-03-05;1388;;;Pantalones;Pantalón formal;43.15;2;86.3;Tarjeta de crédito;Occidente
15938;2025-08-21;1841;;;Camisetas;Camiseta básica;167.15;3;501.45;Tarjeta de débito;Norte
15939;2025-01-25;1025;;;Camisetas;Camiseta estampada;117.82;3;353.46;Tarjeta de débito;Ciudad
15940;2025-03-15;1722;;;Pantalones;Pantalón formal;122.32;3;366.96;Tarjeta de crédito;Ciudad
15941;2025-04-09;2639;;;Chaquetas;Abrigo;186.6;1;186.6;Transferencia;Occidente
15942;2025-02-11;1959;;;Accesorios;Gorra;86.98;4;347.92;Contra entrega;Oriente
15943;2025-03-21;1528;;;Zapatos;Sandalias;126.14;1;126.14;Efectivo;Sur
15944;2025-01-07;1059;;;Accesorios;Bolso de mano;166.83;3;500.49;Transferencia;Oriente
15945;2025-01-15;2207;;;Camisetas;Camiseta deportiva;131.25;2;262.5;Tarjeta de crédito;Sur
15946;2025-04-22;1618;;;Zapatos;Sandalias;112.63;3;337.89;Contra entrega;Sur
15947;2025-07-28;1857;;;Camisetas;Camiseta estampada;192.75;5;963.75;Tarjeta de crédito;Occidente
15948;2025-08-06;2966;;;Accesorios;Bolso de mano;41.01;3;123.03;Efectivo;Occidente
15949;2025-03-21;1362;;;Zapatos;Zapatos de vestir;137.6;1;137.6;Tarjeta de crédito;Occidente
15950;2025-05-22;1345;;;Camisetas;Camiseta básica;131.16;5;655.8;Contra entrega;Occidente
15951;2025-03-21;1930;;;Chaquetas;Abrigo;40.36;3;121.08;Tarjeta de crédito;Norte
15952;2025-05-05;2899;;;Vestidos;Vestido casual;141.95;2;283.9;Contra entrega;Occidente
15953;2025-06-02;2919;;;Pantalones;Pantalón formal;157.89;1;157.89;Efectivo;Sur
15954;2025-08-20;1933;;;Vestidos;Vestido casual;56.71;3;170.13;Tarjeta de débito;Oriente
15955;2025-07-19;1579;;;Vestidos;Vestido de verano;112.67;5;563.35;Tarjeta de crédito;Norte
15956;2025-01-16;1967;;;Vestidos;Vestido casual;159.33;1;159.33;Transferencia;Ciudad
15957;2025-07-26;2849;;;Zapatos;Zapatos de vestir;34.54;1;34.54;Tarjeta de débito;Norte
15958;2025-01-26;2283;;;Vestidos;Vestido casual;83.09;3;249.27;Efectivo;Sur
15959;2025-04-13;2372;;;Camisetas;Camiseta básica;120.75;4;483;Tarjeta de crédito;Sur
15960;2025-06-14;2104;;;Pantalones;Jeans slim;71.01;5;355.05;Contra entrega;Ciudad
15961;2025-02-14;1683;;;Accesorios;Gorra;77.23;1;77.23;Tarjeta de crédito;Sur
15962;2025-05-12;2652;;;Zapatos;Sandalias;20.79;4;83.16;Tarjeta de débito;Norte
15963;2025-04-17;2264;;;Zapatos;Zapatillas deportivas;64.3;5;321.5;Transferencia;Norte
15964;2025-06-26;2681;;;Pantalones;Pantalón formal;119.88;1;119.88;Contra entrega;Norte
15965;2025-02-04;2412;;;Vestidos;Vestido de verano;173.32;4;693.28;Tarjeta de crédito;Norte
15966;2025-04-15;1172;;;Camisetas;Camiseta estampada;170.78;1;170.78;Transferencia;Oriente
15967;2025-01-04;2631;;;Chaquetas;Abrigo;127.75;5;638.75;Tarjeta de débito;Sur
15968;2025-07-03;2188;;;Accesorios;Gorra;125.64;1;125.64;Transferencia;Norte
